[[1.2576923076923077, 1.2115384615384615, 1.1346153846153846, 1.1115384615384616, 1.15, 1.1923076923076923], [1.2384615384615385, 1.1846153846153846, 1.103846153846154, 1.0807692307692307, 1.1307692307692307, 1.1576923076923078], [1.1884615384615385, 1.1153846153846154, 1.0653846153846154, 1.0346153846153847, 1.103846153846154, 1.1423076923076922], [1.1961538461538461, 1.1153846153846154, 1.0692307692307692, 1.0423076923076924, 1.1076923076923078, 1.1423076923076922], [1.226923076923077, 1.126923076923077, 1.0769230769230769, 1.0538461538461539, 1.1346153846153846, 1.1615384615384616], [1.2538461538461538, 1.1423076923076922, 1.0846153846153845, 1.0576923076923077, 1.1307692307692307, 1.1807692307692308]],0000000
[[2.885813148788927, 2.633217993079585, 2.5051903114186853, 2.4948096885813147, 2.633217993079585, 2.8166089965397925], [2.795847750865052, 2.5397923875432524, 2.4290657439446366, 2.41522491349481, 2.56401384083045, 2.782006920415225], [2.6920415224913494, 2.4463667820069204, 2.356401384083045, 2.4083044982698962, 2.5674740484429064, 2.7231833910034604], [2.633217993079585, 2.4013840830449826, 2.3217993079584773, 2.394463667820069, 2.56401384083045, 2.7335640138408306], [2.640138408304498, 2.4394463667820068, 2.2802768166089966, 2.301038062283737, 2.4463667820069204, 2.688581314878893], [2.6505190311418687, 2.4671280276816607, 2.3183391003460208, 2.339100346020761, 2.4844290657439445, 2.7024221453287196]],0000001
[[4.833333333333333, 4.466666666666667, 3.966666666666667, 3.6148148148148147, 3.5925925925925926, 3.8074074074074074], [4.6, 4.214814814814815, 3.862962962962963, 3.5555555555555554, 3.5555555555555554, 3.7037037037037037], [4.42962962962963, 4.044444444444444, 3.674074074074074, 3.425925925925926, 3.411111111111111, 3.574074074074074], [4.481481481481482, 4.114814814814815, 3.6777777777777776, 3.4444444444444446, 3.466666666666667, 3.640740740740741], [4.644444444444445, 4.211111111111111, 3.751851851851852, 3.511111111111111, 3.474074074074074, 3.662962962962963], [4.7481481481481485, 4.351851851851852, 3.888888888888889, 3.6, 3.6333333333333333, 3.814814814814815]],0000010
[[5.325174825174825, 5.083916083916084, 5.0524475524475525, 5.125874125874126, 5.36013986013986, 5.811188811188811], [5.125874125874126, 4.8776223776223775, 4.9020979020979025, 5.0, 5.276223776223776, 5.783216783216783], [4.961538461538462, 4.748251748251748, 4.723776223776224, 4.828671328671328, 5.2377622377622375, 5.744755244755245], [4.793706293706293, 4.548951048951049, 4.590909090909091, 4.699300699300699, 5.0874125874125875, 5.573426573426573], [4.6923076923076925, 4.559440559440559, 4.594405594405594, 4.699300699300699, 4.989510489510489, 5.513986013986014], [4.723776223776224, 4.604895104895105, 4.594405594405594, 4.6923076923076925, 4.954545454545454, 5.458041958041958]],0000011
[[6.628865979381444, 6.116838487972508, 5.573883161512027, 5.3883161512027495, 5.426116838487973, 5.683848797250859], [6.453608247422681, 5.917525773195877, 5.5326460481099655, 5.371134020618556, 5.402061855670103, 5.608247422680412], [6.470790378006873, 5.989690721649485, 5.81786941580756, 5.577319587628866, 5.508591065292096, 5.59106529209622], [6.621993127147766, 6.22680412371134, 6.054982817869416, 5.786941580756014, 5.642611683848798, 5.673539518900344], [6.797250859106529, 6.542955326460481, 6.288659793814433, 5.962199312714777, 5.714776632302406, 5.824742268041237], [6.938144329896907, 6.697594501718213, 6.429553264604811, 6.11340206185567, 5.907216494845361, 6.0034364261168385]],0000100
[[7.614886731391586, 7.359223300970874, 7.294498381877022, 6.996763754045308, 6.86084142394822, 6.844660194174757], [7.666666666666667, 7.391585760517799, 7.236245954692556, 6.935275080906149, 6.7216828478964405, 6.686084142394822], [7.533980582524272, 7.375404530744337, 7.119741100323624, 6.760517799352751, 6.546925566343042, 6.621359223300971], [7.423948220064725, 7.226537216828479, 7.061488673139158, 6.718446601941747, 6.436893203883495, 6.553398058252427], [7.288025889967638, 7.080906148867314, 7.097087378640777, 6.831715210355987, 6.543689320388349, 6.631067961165049], [7.459546925566343, 7.155339805825243, 7.1618122977346275, 7.003236245954692, 6.760517799352751, 6.831715210355987]],0000101
[[8.532818532818533, 8.185328185328185, 7.8108108108108105, 7.911196911196911, 8.517374517374517, 9.227799227799228], [8.223938223938225, 7.861003861003861, 7.498069498069498, 7.667953667953668, 8.374517374517374, 9.154440154440154], [8.027027027027026, 7.471042471042471, 7.1698841698841695, 7.424710424710424, 8.123552123552123, 8.961389961389962], [7.876447876447877, 7.305019305019305, 7.015444015444015, 7.2664092664092665, 8.13899613899614, 9.003861003861005], [7.586872586872587, 7.073359073359073, 6.915057915057915, 7.231660231660232, 8.254826254826256, 9.223938223938225], [7.447876447876448, 7.027027027027027, 7.011583011583012, 7.285714285714286, 8.208494208494209, 9.166023166023166]],0000110
[[7.013888888888889, 7.034722222222222, 7.732638888888889, 8.57986111111111, 9.614583333333334, 10.690972222222221], [6.767361111111111, 6.892361111111111, 7.600694444444445, 8.597222222222221, 9.934027777777779, 10.98611111111111], [6.96875, 7.138888888888889, 7.868055555555555, 8.98263888888889, 10.447916666666666, 11.645833333333334], [7.114583333333333, 7.319444444444445, 8.23611111111111, 9.434027777777779, 10.958333333333334, 12.222222222222221], [7.395833333333333, 7.6875, 8.878472222222221, 10.288194444444445, 11.90625, 13.100694444444445], [7.802083333333333, 8.222222222222221, 9.524305555555555, 11.04861111111111, 12.67013888888889, 13.631944444444445]],0000111
[[12.05, 11.614285714285714, 11.15, 10.460714285714285, 9.789285714285715, 9.282142857142857], [11.317857142857143, 10.892857142857142, 10.378571428571428, 9.55, 9.264285714285714, 8.882142857142858], [11.010714285714286, 10.528571428571428, 9.639285714285714, 9.003571428571428, 8.65, 8.435714285714285], [10.79642857142857, 10.214285714285714, 9.17142857142857, 8.435714285714285, 8.142857142857142, 8.096428571428572], [10.285714285714286, 9.721428571428572, 8.810714285714285, 8.060714285714285, 7.8, 7.75], [10.025, 9.457142857142857, 8.725, 7.932142857142857, 7.775, 7.796428571428572]],0001000
[[15.911971830985916, 14.31338028169014, 12.661971830985916, 11.056338028169014, 10.049295774647888, 9.735915492957746], [15.309859154929578, 13.816901408450704, 12.362676056338028, 10.683098591549296, 9.630281690140846, 9.267605633802816], [14.71830985915493, 13.253521126760564, 11.57394366197183, 10.03169014084507, 8.901408450704226, 8.538732394366198], [14.07394366197183, 12.746478873239436, 10.961267605633802, 9.45774647887324, 8.48943661971831, 8.20774647887324], [13.433098591549296, 12.059859154929578, 10.461267605633802, 9.098591549295774, 8.355633802816902, 8.338028169014084], [12.79225352112676, 11.429577464788732, 10.193661971830986, 8.908450704225352, 8.404929577464788, 8.48943661971831]],0001001
